,userId_x,movieId,title,genres,imdbId,tmdbId,rating,timestamp_x,clean_title
28,23.0,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,4.0,1107341574.0,City of Lost Children  The  Cit  des enfants perdus  La   1995 
29,325.0,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,4.0,1039399501.0,Shanghai Triad  Yao a yao yao dao waipo qiao   1995 
30,3.0,31,Dangerous Minds (1995),Drama,112792,9909.0,0.5,1306463578.0,Dangerous Minds  1995 
31,4.0,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,2.0,945173447.0,Twelve Monkeys  a k a  12 Monkeys   1995 
32,5.0,34,Babe (1995),Children|Drama,112431,9598.0,4.0,847434881.0,Babe  1995 
33,5.0,36,Dead Man Walking (1995),Crime|Drama,112818,687.0,4.0,847435292.0,Dead Man Walking  1995 
34,21.0,38,It Takes Two (1995),Children|Comedy,113442,33689.0,2.5,1419795113.0,It Takes Two  1995 
35,5.0,39,Clueless (1995),Comedy|Romance,112697,9603.0,3.0,847434961.0,Clueless  1995 
36,311.0,40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,3.5,1057854804.0,Cry  the Beloved Country  1995 
37,6.0,41,Richard III (1995),Drama|War,114279,31174.0,4.0,845554962.0,Richard III  1995 
38,234.0,42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,4.0,1004408338.0,Dead Presidents  1995 
39,6.0,43,Restoration (1995),Drama,114272,35196.0,4.0,845555607.0,Restoration  1995 
40,11.0,44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,2.0,902154593.0,Mortal Kombat  1995 
41,4.0,45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,3.0,986935047.0,To Die For  1995 
42,6.0,46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,4.0,845554551.0,How to Make an American Quilt  1995 
43,1.0,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,5.0,964983815.0,Seven  a k a  Se7en   1995 
44,19.0,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,1.0,965709172.0,Pocahontas  1995 
45,202.0,49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,3.0,974925453.0,When Night Is Falling  1995 
46,1.0,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,5.0,964982931.0,Usual Suspects  The  1995 
47,4.0,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,3.0,964622786.0,Mighty Aphrodite  1995 
48,85.0,53,Lamerica (1994),Adventure|Drama,110299,49133.0,5.0,889468268.0,Lamerica  1994 
49,6.0,54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,4.0,845555402.0,Big Green  The  1995 
50,84.0,55,Georgia (1995),Drama,113158,97406.0,4.0,858772543.0,Georgia  1995 
51,43.0,57,Home for the Holidays (1995),Drama,113321,9089.0,5.0,848994678.0,Home for the Holidays  1995 
52,4.0,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,3.0,964538444.0,Postman  The  Postino  Il   1994 
53,6.0,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,4.0,845554263.0,Indian in the Cupboard  The  1995 
54,6.0,61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,4.0,845555454.0,Eye for an Eye  1996 
55,6.0,62,Mr. Holland's Opus (1995),Drama,113862,2054.0,4.0,845553660.0,Mr  Holland s Opus  1995 
56,226.0,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,3.5,1096420461.0,Don t Be a Menace to South Central While Drinking Your Juice in the Hood  1996 
57,19.0,64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,2.0,965708037.0,Two if by Sea  1996 
58,6.0,65,Bio-Dome (1996),Comedy,115683,9536.0,3.0,845555070.0,Bio Dome  1996 
59,6.0,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,3.0,845555151.0,Lawnmower Man 2  Beyond Cyberspace  1996 
60,90.0,68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,3.0,856354249.0,French Twist  Gazon maudit   1995 
61,45.0,69,Friday (1995),Comedy,113118,10634.0,3.0,951170141.0,Friday  1995 
62,1.0,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,3.0,964982400.0,From Dusk Till Dawn  1996 
63,113.0,71,Fair Game (1995),Action,113010,11859.0,1.0,980051522.0,Fair Game  1995 
64,191.0,72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,4.0,829760897.0,Kicking and Screaming  1995 
65,117.0,73,"Misérables, Les (1995)",Drama|War,113828,48750.0,4.0,844163663.0,Mis rables  Les  1995 
66,32.0,74,Bed of Roses (1996),Drama|Romance,115644,20927.0,4.0,856736316.0,Bed of Roses  1996 
67,151.0,75,Big Bully (1996),Comedy|Drama,115676,36929.0,3.0,855948083.0,Big Bully  1996 
68,6.0,76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,4.0,845555317.0,Screamers  1995 
69,603.0,77,Nico Icon (1995),Documentary,113973,124626.0,4.0,954482106.0,Nico Icon  1995 
70,32.0,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,4.0,856736477.0,Crossing Guard  The  1995 
71,6.0,79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,3.0,845554907.0,Juror  The  1996 
72,325.0,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,4.0,1039397611.0,White Balloon  The  Badkonake sefid   1995 
73,90.0,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,3.0,856354174.0,Things to Do in Denver When You re Dead  1995 
74,40.0,82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,5.0,832060151.0,Antonia s Line  Antonia   1995 
75,214.0,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,3.0,853938185.0,Once Upon a Time    When We Were Colored  1995 
76,90.0,85,Angels and Insects (1995),Drama|Romance,112365,8447.0,5.0,856354195.0,Angels and Insects  1995 
77,6.0,86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,5.0,845556131.0,White Squall  1996 
78,6.0,87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,3.0,845555300.0,Dunston Checks In  1996 
79,6.0,88,Black Sheep (1996),Comedy,115697,13997.0,2.0,845555694.0,Black Sheep  1996 
80,6.0,89,Nick of Time (1995),Action|Thriller,113972,2086.0,4.0,845555124.0,Nick of Time  1995 
81,6.0,92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,4.0,845555454.0,Mary Reilly  1996 
82,6.0,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,4.0,845554584.0,Vampire in Brooklyn  1995 
83,33.0,94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,4.0,939716218.0,Beautiful Girls  1996 
84,6.0,95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,4.0,845553559.0,Broken Arrow  1996 
85,474.0,96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,3.5,1053020997.0,In the Bleak Midwinter  1995 
86,182.0,97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,4.5,1075764905.0,Hate  Haine  La   1995 
87,191.0,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,5.0,829759809.0,Heidi Fleiss  Hollywood Madam  1995 
88,6.0,100,City Hall (1996),Drama|Thriller,115907,11062.0,3.0,845555151.0,City Hall  1996 
89,1.0,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,5.0,964980868.0,Bottle Rocket  1996 
90,6.0,102,Mr. Wrong (1996),Comedy,117102,47475.0,1.0,845555436.0,Mr  Wrong  1996 
91,492.0,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,3.0,863976674.0,Unforgettable  1996 
92,6.0,104,Happy Gilmore (1996),Comedy,116483,9614.0,4.0,845554349.0,Happy Gilmore  1996 
93,6.0,105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,3.0,845553757.0,Bridges of Madison County  The  1995 
94,4.0,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,4.0,986848784.0,Nobody Loves Me  Keiner liebt mich   1994 
95,19.0,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,2.0,965706886.0,Muppet Treasure Island  1996 
96,603.0,108,Catwalk (1996),Documentary,112646,89333.0,4.0,954482070.0,Catwalk  1996 
97,1.0,110,Braveheart (1995),Action|Drama|War,112573,197.0,4.0,964982176.0,Braveheart  1995 
98,16.0,111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,4.5,1377477446.0,Taxi Driver  1976 
99,6.0,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,4.0,845553994.0,Rumble in the Bronx  Hont faan kui   1995 
100,6.0,113,Before and After (1996),Drama|Mystery,115645,43566.0,3.0,845556257.0,Before and After  1996 
101,90.0,116,Anne Frank Remembered (1995),Documentary,112373,51352.0,5.0,856354268.0,Anne Frank Remembered  1995 
102,604.0,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,3.0,832080636.0,Young Poisoner s Handbook  The  1995 
103,19.0,118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,3.0,965708217.0,If Lucy Fell  1996 
104,414.0,119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,3.0,961438609.0,Steal Big  Steal Little  1995 
105,40.0,121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,4.0,832060318.0,Boys of St  Vincent  The  1992 
106,42.0,122,Boomerang (1992),Comedy|Romance,103859,11066.0,3.0,996221451.0,Boomerang  1992 
107,246.0,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,5.0,1354125195.0,Chungking Express  Chung Hing sam lam   1994 
108,4.0,125,Flirting With Disaster (1996),Comedy,116324,2074.0,5.0,964622758.0,Flirting With Disaster  1996 
109,4.0,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,1.0,986848920.0,NeverEnding Story III  The  1994 
110,260.0,128,Jupiter's Wife (1994),Documentary,110217,290157.0,3.0,1109410370.0,Jupiter s Wife  1994 
111,290.0,129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,2.0,974937943.0,Pie in the Sky  1996 
112,136.0,132,Jade (1995),Thriller,113451,11863.0,3.0,832449989.0,Jade  1995 
113,6.0,135,Down Periscope (1996),Comedy,116130,9101.0,3.0,845554987.0,Down Periscope  1996 
114,609.0,137,Man of the Year (1995),Documentary,113756,5757.0,3.0,847221054.0,Man of the Year  1995 
115,6.0,140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,3.0,845555024.0,Up Close and Personal  1996 
116,6.0,141,"Birdcage, The (1996)",Comedy,115685,11000.0,4.0,845553586.0,Birdcage  The  1996 
117,42.0,144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,4.0,996220026.0,Brothers McMullen  The  1995 
118,6.0,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,4.0,845553966.0,Bad Boys  1995 
119,6.0,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,4.0,845555607.0,Amazing Panda Adventure  The  1995 
120,28.0,147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,2.5,1242289858.0,Basketball Diaries  The  1995 
121,191.0,148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,5.0,829760897.0,Awfully Big Adventure  An  1995 
122,603.0,149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,2.0,963179615.0,Amateur  1994 
123,5.0,150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,3.0,847434748.0,Apollo 13  1995 
124,1.0,151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,5.0,964984041.0,Rob Roy  1995 
125,380.0,152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,1.0,1494036422.0,Addiction  The  1995 
126,5.0,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,3.0,847434802.0,Batman Forever  1995 
127,84.0,154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,3.0,858771818.0,Beauty of the Day  Belle de jour   1967 
128,191.0,155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,4.0,829760897.0,Beyond Rangoon  1995 
129,108.0,156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,4.0,1042840602.0,Blue in the Face  1995 
130,1.0,157,Canadian Bacon (1995),Comedy|War,109370,1775.0,5.0,964984100.0,Canadian Bacon  1995 
131,6.0,158,Casper (1995),Adventure|Children,112642,8839.0,4.0,845553660.0,Casper  1995 
132,6.0,159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,3.0,845555006.0,Clockers  1995 
133,6.0,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,5.0,845553457.0,Congo  1995 
134,6.0,161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,3.0,845553253.0,Crimson Tide  1995 
135,4.0,162,Crumb (1994),Documentary,109508,26564.0,5.0,945078571.0,Crumb  1994 
136,1.0,163,Desperado (1995),Action|Romance|Western,112851,8068.0,5.0,964983650.0,Desperado  1995 
137,79.0,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,5.0,975281545.0,Devil in a Blue Dress  1995 
138,6.0,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,3.0,845553146.0,Die Hard  With a Vengeance  1995 
139,182.0,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,1.5,1055156234.0,Doom Generation  The  1995 
140,6.0,168,First Knight (1995),Action|Drama|Romance,113071,6520.0,5.0,845553695.0,First Knight  1995 
141,181.0,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,3.0,845470321.0,Free Willy 2  The Adventure Home  1995 
142,6.0,170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,3.0,845554263.0,Hackers  1995 
143,4.0,171,Jeffrey (1995),Comedy|Drama,113464,17447.0,3.0,945078428.0,Jeffrey  1995 
144,15.0,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,1.0,1299424762.0,Johnny Mnemonic  1995 
145,19.0,173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,1.0,965703997.0,Judge Dredd  1995 
146,6.0,174,Jury Duty (1995),Comedy,113500,19326.0,3.0,845554479.0,Jury Duty  1995 
147,23.0,175,Kids (1995),Drama,113540,9344.0,3.0,1107162721.0,Kids  1995 
148,4.0,176,Living in Oblivion (1995),Comedy,113677,9071.0,5.0,964622565.0,Living in Oblivion  1995 
149,6.0,177,Lord of Illusions (1995),Horror,113690,8973.0,3.0,845554931.0,Lord of Illusions  1995 
150,191.0,178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,1.0,829760898.0,Love   Human Remains  1993 
151,6.0,179,Mad Love (1995),Drama|Romance,113729,47608.0,1.0,845555362.0,Mad Love  1995 
152,6.0,180,Mallrats (1995),Comedy|Romance,113749,2293.0,2.0,845555006.0,Mallrats  1995 
153,6.0,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,3.0,845553938.0,Mighty Morphin Power Rangers  The Movie  1995 
154,325.0,183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,4.0,1039396567.0,Mute Witness  1994 
155,603.0,184,Nadja (1994),Drama,110620,34574.0,4.0,963179880.0,Nadja  1994 
156,6.0,185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,3.0,845553283.0,Net  The  1995 
157,6.0,186,Nine Months (1995),Comedy|Romance,113986,11472.0,3.0,845553619.0,Nine Months  1995 
158,9.0,187,Party Girl (1995),Comedy,114095,36196.0,3.0,1044657119.0,Party Girl  1995 
159,136.0,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,5.0,832451540.0,Prophecy  The  1995 
160,6.0,189,Reckless (1995),Comedy|Fantasy,114241,58372.0,3.0,845556241.0,Reckless  1995 
161,4.0,190,Safe (1995),Thriller,114323,32646.0,2.0,945079259.0,Safe  1995 
162,6.0,191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,2.0,845554931.0,Scarlet Letter  The  1995 
163,14.0,193,Showgirls (1995),Drama,114436,10802.0,3.0,835441371.0,Showgirls  1995 
164,32.0,194,Smoke (1995),Comedy|Drama,114478,10149.0,5.0,856737270.0,Smoke  1995 
165,6.0,195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,4.0,845554455.0,Something to Talk About  1995 
166,6.0,196,Species (1995),Horror|Sci-Fi,114508,9348.0,3.0,845553586.0,Species  1995 
167,57.0,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,3.0,965798823.0,Strange Days  1995 
168,40.0,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,3.0,832060204.0,Umbrellas of Cherbourg  The  Parapluies de Cherbourg  Les   1964 
169,6.0,201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,3.0,845556290.0,Three Wishes  1995 
170,606.0,202,Total Eclipse (1995),Drama|Romance,114702,36834.0,3.0,1172015598.0,Total Eclipse  1995 
171,32.0,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,4.0,856737166.0,To Wong Foo  Thanks for Everything  Julie Newmar  1995 
172,6.0,204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,3.0,845553619.0,Under Siege 2  Dark Territory  1995 
173,6.0,205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,3.0,845555477.0,Unstrung Heroes  1995 
174,385.0,206,Unzipped (1995),Documentary,114805,77350.0,2.0,839867522.0,Unzipped  1995 
175,6.0,207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,4.0,845554024.0,Walk in the Clouds  A  1995 
176,6.0,208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,3.0,845553253.0,Waterworld  1995 
177,6.0,209,White Man's Burden (1995),Drama,114928,31611.0,3.0,845556106.0,White Man s Burden  1995 
178,6.0,210,Wild Bill (1995),Western,114938,65796.0,4.0,845556310.0,Wild Bill  1995 
179,28.0,211,"Browning Version, The (1994)",Drama,109340,49805.0,3.0,1242107980.0,Browning Version  The  1994 
180,6.0,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,4.0,845556181.0,Bushwhacked  1995 
181,105.0,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,4.5,1446610221.0,Burnt by the Sun  Utomlyonnye solntsem   1994 
182,84.0,214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,4.0,858771796.0,Before the Rain  Pred dozhdot   1994 
183,4.0,215,Before Sunrise (1995),Drama|Romance,112471,76.0,5.0,945079078.0,Before Sunrise  1995 
184,1.0,216,Billy Madison (1995),Comedy,112508,11017.0,5.0,964981208.0,Billy Madison  1995 
185,6.0,217,"Babysitter, The (1995)",Drama|Thriller,112438,37141.0,3.0,845555382.0,Babysitter  The  1995 
186,6.0,218,Boys on the Side (1995),Comedy|Drama,112571,9382.0,2.0,845553994.0,Boys on the Side  1995 
187,6.0,219,"Cure, The (1995)",Drama,112757,6715.0,3.0,845556131.0,Cure  The  1995 
188,604.0,220,Castle Freak (1995),Horror,112643,18256.0,3.0,832080636.0,Castle Freak  1995 
189,4.0,222,Circle of Friends (1995),Drama|Romance,112679,22625.0,1.0,945629040.0,Circle of Friends  1995 
190,1.0,223,Clerks (1994),Comedy,109445,2292.0,3.0,964980985.0,Clerks  1994 
191,6.0,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,3.0,845553794.0,Don Juan DeMarco  1995 
192,6.0,225,Disclosure (1994),Drama|Thriller,109635,8984.0,4.0,845553381.0,Disclosure  1994 
193,42.0,227,Drop Zone (1994),Action|Thriller,109676,4954.0,4.0,996221233.0,Drop Zone  1994 
194,40.0,228,Destiny Turns on the Radio (1995),Comedy,112854,62488.0,3.0,832060190.0,Destiny Turns on the Radio  1995 
195,191.0,229,Death and the Maiden (1994),Drama|Thriller,109579,10531.0,5.0,829760897.0,Death and the Maiden  1994 
196,6.0,230,Dolores Claiborne (1995),Drama|Thriller,109642,11929.0,5.0,845553966.0,Dolores Claiborne  1995 
197,1.0,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467.0,5.0,964981179.0,Dumb   Dumber  Dumb and Dumber   1994 
198,4.0,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451.0,5.0,964622684.0,Eat Drink Man Woman  Yin shi nan nu   1994 
199,101.0,233,Exotica (1994),Drama,109759,20156.0,4.0,968440983.0,Exotica  1994 
200,6.0,234,Exit to Eden (1994),Comedy,109758,18395.0,2.0,845554176.0,Exit to Eden  1994 
201,1.0,235,Ed Wood (1994),Comedy|Drama,109707,522.0,4.0,964980908.0,Ed Wood  1994 
202,6.0,236,French Kiss (1995),Action|Comedy|Romance,113117,397.0,4.0,845553559.0,French Kiss  1995 
203,6.0,237,Forget Paris (1995),Comedy|Romance,113097,10525.0,4.0,845553875.0,Forget Paris  1995 
204,27.0,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985.0,3.0,962685525.0,Far From Home  The Adventures of Yellow Dog  1995 
205,6.0,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789.0,3.0,845554987.0,Goofy Movie  A  1995 
206,6.0,240,Hideaway (1995),Thriller,113303,27303.0,3.0,845555571.0,Hideaway  1995 
207,607.0,241,Fluke (1995),Children|Drama,113089,21183.0,4.0,964744490.0,Fluke  1995 
208,160.0,242,Farinelli: il castrato (1994),Drama|Musical,109771,10954.0,2.0,971117781.0,Farinelli  il castrato  1994 
209,6.0,243,Gordy (1995),Children|Comedy|Fantasy,113199,47867.0,3.0,845555588.0,Gordy  1995 
210,32.0,246,Hoop Dreams (1994),Documentary,110057,14275.0,4.0,856737338.0,Hoop Dreams  1994 
211,4.0,247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,3.0,986848894.0,Heavenly Creatures  1994 
212,6.0,248,Houseguest (1994),Comedy,110066,17207.0,5.0,845554263.0,Houseguest  1994 
213,33.0,249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,3.0,939716778.0,Immortal Beloved  1994 
214,6.0,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819.0,4.0,845555588.0,Heavyweights  Heavy Weights   1995 
215,6.0,251,"Hunted, The (1995)",Action,113360,32631.0,3.0,845556257.0,Hunted  The  1995 
216,6.0,252,I.Q. (1994),Comedy|Romance,110099,11777.0,4.0,845553619.0,I Q   1994 
217,5.0,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628.0,3.0,847435292.0,Interview with the Vampire  The Vampire Chronicles  1994 
218,6.0,254,Jefferson in Paris (1995),Drama,113463,87729.0,3.0,845555655.0,Jefferson in Paris  1995 
219,66.0,255,"Jerky Boys, The (1995)",Comedy,110189,18713.0,0.5,1113188840.0,Jerky Boys  The  1995 
220,6.0,256,Junior (1994),Comedy|Sci-Fi,110216,6280.0,3.0,845553726.0,Junior  1994 
221,6.0,257,Just Cause (1995),Mystery|Thriller,113501,9061.0,5.0,845554176.0,Just Cause  1995 
222,6.0,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,3.0,845555172.0,Kid in King Arthur s Court  A  1995 
223,43.0,259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071.0,4.0,848994678.0,Kiss of Death  1995 
224,1.0,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,5.0,964981680.0,Star Wars  Episode IV   A New Hope  1977 
